Time,Global_Radiation,Wind_speed,Wind_Direction,Temperature,Humidity,Pressure,Actual_Power,Date,Cluster
2017-02-23 08:00:00,-1.0,-0.648380701,-0.430444809,-0.629258098,0.280429472,0.051424051,0.045667,2017-02-23,0
2017-02-23 08:15:00,-0.967298153,-0.647058824,-0.43316756,-0.627586207,0.2722177739999999,0.057753165,0.0246669999999999,2017-02-23,0
2017-02-23 08:30:00,-0.9001587759999999,-0.643093192,-0.440613453,-0.622570533,0.258422122,0.0640822779999999,0.064,2017-02-23,0
2017-02-23 08:45:00,-0.810100492,-0.637805684,-0.451893424,-0.615047022,0.239925274,0.071993671,0.071333,2017-02-23,0
2017-02-23 09:00:00,-0.709588663,-0.631196299,-0.466062846,-0.605015674,0.217548398,0.079905063,0.1673329999999999,2017-02-23,0
2017-02-23 09:15:00,-0.611128095,-0.621943159,-0.4821215239999999,-0.593730408,0.192174252,0.0870253159999999,0.3053329999999999,2017-02-23,0
2017-02-23 09:30:00,-0.52718415,-0.614011897,-0.49912483,-0.580355277,0.164665065,0.094936709,0.404667,2017-02-23,0
2017-02-23 09:45:00,-0.450084319,-0.606080635,-0.516128136,-0.566562173,0.135883065,0.1020569619999999,0.65,2017-02-23,0
2017-02-23 10:00:00,-0.365667005,-0.5981493720000001,-0.532186814,-0.5519331239999999,0.106669951,0.108386076,1.08733,2017-02-23,0
2017-02-23 10:15:00,-0.276575182,-0.59021811,-0.54630067,-0.537304075,0.077908481,0.113924051,1.33567,2017-02-23,0
2017-02-23 10:30:00,-0.185510991,-0.584930601,-0.557636207,-0.523092999,0.050460882,0.117879747,1.64833,2017-02-23,0
2017-02-23 10:45:00,-0.095117405,-0.58096497,-0.565082099,-0.509717868,0.0251688529999999,0.120253165,1.71633,2017-02-23,0
2017-02-23 11:00:00,-0.008116291,-0.5796430929999999,-0.567804851,-0.497596656,0.0029151529999999,0.121835443,1.975,2017-02-23,0
2017-02-23 11:15:00,0.072869104,-0.58096497,-0.564859834,-0.485475444,-0.018435261,0.119462025,2.58567,2017-02-23,0
2017-02-23 11:30:00,0.145116912,-0.584930601,-0.556691579,-0.471682341,-0.041120076,0.1123417719999999,2.7316700000000003,2017-02-23,0
2017-02-23 11:45:00,0.205964438,-0.59021811,-0.5443558470000001,-0.457053292,-0.06462606,0.102848101,4.191,2017-02-23,0
2017-02-23 12:00:00,0.252748987,-0.596827495,-0.5287417,-0.44200627,-0.0883373369999999,0.090189873,4.83067,2017-02-23,0
2017-02-23 12:15:00,0.282768415,-0.606080635,-0.510960465,-0.426541275,-0.111699616,0.075158228,7.60833,2017-02-23,0
2017-02-23 12:30:00,0.29337975,-0.615333774,-0.492012336,-0.411912226,-0.13413808,0.059335443,10.592,2017-02-23,0
2017-02-23 12:45:00,0.290756501,-0.62590879,-0.472841941,-0.397701149,-0.155077908,0.0435126579999999,14.1227,2017-02-23,0
2017-02-23 13:00:00,0.283143164,-0.6364838070000001,-0.454449476,-0.384743992,-0.1739442839999999,0.026898734,14.9323,2017-02-23,0
2017-02-23 13:15:00,0.270894764,-0.647058824,-0.437890701,-0.3738766979999999,-0.190162386,0.0118670889999999,14.9253,2017-02-23,0
2017-02-23 13:30:00,0.254366328,-0.6563119629999999,-0.4241102439999999,-0.364681296,-0.203157398,-0.001582278,15.0427,2017-02-23,0
