Time,Global_Radiation,Wind_speed,Wind_Direction,Temperature,Humidity,Pressure,Actual_Power,Date,Cluster
2017-02-07 08:00:00,-1.0,-0.668208857,-0.307754286,-0.513897597,0.331916816,-0.223892405,0.0353329999999999,2017-02-07,1
2017-02-07 08:15:00,-1.0,-0.668208857,-0.308810046,-0.513479624,0.323807764,-0.212025316,0.0,2017-02-07,1
2017-02-07 08:30:00,-1.0,-0.66688698,-0.31181063,-0.51138976,0.311798156,-0.199367089,0.0,2017-02-07,1
2017-02-07 08:45:00,-0.931834992,-0.6655651020000001,-0.316255939,-0.50846395,0.296524399,-0.1859177219999999,0.025,2017-02-07,1
2017-02-07 09:00:00,-0.8662932320000001,-0.662921348,-0.321868141,-0.504284222,0.2786023689999999,-0.172468354,0.231,2017-02-07,1
2017-02-07 09:15:00,-0.797319553,-0.660277594,-0.328258272,-0.49968652,0.258709532,-0.159810127,0.4933329999999999,2017-02-07,1
2017-02-07 09:30:00,-0.73799075,-0.65763384,-0.334981802,-0.494252874,0.2374822939999999,-0.146360759,0.913,2017-02-07,1
2017-02-07 09:45:00,-0.6846776659999999,-0.653668209,-0.341760898,-0.488401254,0.21559812,-0.134493671,0.710667,2017-02-07,1
2017-02-07 10:00:00,-0.626216704,-0.651024455,-0.348095463,-0.481713689,0.193652358,-0.1242088609999999,0.955,2017-02-07,1
2017-02-07 10:15:00,-0.564501336,-0.649702578,-0.353707665,-0.4750261229999999,0.172343003,-0.115506329,1.28567,2017-02-07,1
2017-02-07 10:30:00,-0.501385588,-0.647058824,-0.358208541,-0.4683385579999999,0.1522859309999999,-0.108386076,1.4280000000000002,2017-02-07,1
2017-02-07 10:45:00,-0.43870376,-0.645736946,-0.361153558,-0.4616509929999999,0.13413808,-0.103639241,1.98567,2017-02-07,1
2017-02-07 11:00:00,-0.378349326,-0.645736946,-0.362264885,-0.454963427,0.118556384,-0.1020569619999999,2.199,2017-02-07,1
2017-02-07 11:15:00,-0.32217631,-0.652346332,-0.349595755,-0.447021944,0.10398062,-0.102848101,2.54667,2017-02-07,1
2017-02-07 11:30:00,-0.272019014,-0.669530734,-0.314700081,-0.437408568,0.088645275,-0.105221519,3.033,2017-02-07,1
2017-02-07 11:45:00,-0.229790633,-0.695968275,-0.262023171,-0.426123302,0.072940404,-0.1075949369999999,3.3956699999999995,2017-02-07,1
2017-02-07 12:00:00,-0.197305746,-0.729015202,-0.195899203,-0.413584117,0.057256061,-0.111550633,3.50967,2017-02-07,1
2017-02-07 12:15:00,-0.176457826,-0.767349636,-0.120940183,-0.400626959,0.041961775,-0.115506329,2.98367,2017-02-07,1
2017-02-07 12:30:00,-0.169100896,-0.808327826,-0.041480288,-0.387669801,0.0274681279999999,-0.120253165,3.154,2017-02-07,1
2017-02-07 12:45:00,-0.170442106,-0.8479841370000001,0.037979607,-0.375130617,0.014165178,-0.125,2.614,2017-02-07,1
2017-02-07 13:00:00,-0.174347393,-0.8863185720000001,0.112994193,-0.36384535,0.002401922,-0.128955696,2.504,2017-02-07,1
2017-02-07 13:15:00,-0.180678692,-0.919365499,0.179062596,-0.353814002,-0.0074110569999999,-0.1337025319999999,2.41867,2017-02-07,1
2017-02-07 13:30:00,-0.189238765,-0.94580304,0.231795071,-0.346290491,-0.014904231,-0.136867089,2.298,2017-02-07,1
2017-02-07 13:45:00,-0.199909271,-0.962987442,0.266690745,-0.341274817,-0.019687545,-0.140031646,1.88633,2017-02-07,1
2017-02-07 14:00:00,-0.212492973,-0.969596827,0.279304309,-0.339602926,-0.0213709429999999,-0.141613924,1.80467,2017-02-07,1
2017-02-07 14:15:00,-0.226851806,-0.961665565,0.265579418,-0.339602926,-0.019954425,-0.143196203,1.6056700000000002,2017-02-07,1
2017-02-07 14:30:00,-0.242808256,-0.936549901,0.227516462,-0.340020899,-0.015951223,-0.144778481,1.48833,2017-02-07,1
2017-02-07 14:45:00,-0.260204534,-0.90085922,0.169949712,-0.340020899,-0.0096076859999999,-0.146360759,1.89367,2017-02-07,1
2017-02-07 15:00:00,-0.278882851,-0.854593523,0.097546745,-0.340438871,-0.001211225,-0.147151899,1.908,2017-02-07,1
2017-02-07 15:15:00,-0.298665694,-0.803040317,0.0150862669999999,-0.340856844,0.00897128,-0.148734177,1.89,2017-02-07,1
2017-02-07 15:30:00,-0.319414996,-0.748843358,-0.072653016,-0.341274817,0.02063189,-0.149525316,1.88933,2017-02-07,1
2017-02-07 15:45:00,-0.340953245,-0.693324521,-0.161003528,-0.34169279,0.033524255,-0.151107595,1.751,2017-02-07,1
2017-02-07 16:00:00,-0.363280441,-0.641771315,-0.245130998,-0.342528736,0.047360966,-0.151898734,1.54133,2017-02-07,1
2017-02-07 16:15:00,-0.3908541339999999,-0.596827495,-0.320367849,-0.343364681,0.0618751409999999,-0.152689873,1.36067,2017-02-07,1
2017-02-07 16:30:00,-0.425449453,-0.5598149370000001,-0.38187981,-0.3437826539999999,0.076758843,-0.152689873,1.16833,2017-02-07,1
2017-02-07 16:45:00,-0.466454966,-0.53602115,-0.424999305,-0.3450365729999999,0.0917451909999999,-0.153481013,1.634,2017-02-07,1
2017-02-07 17:00:00,-0.513298685,-0.526768011,-0.444947629,-0.3458725179999999,0.106567305,-0.153481013,1.29333,2017-02-07,1
2017-02-07 17:15:00,-0.565369178,-0.529411765,-0.451115495,-0.348798328,0.123976104,-0.151107595,1.27833,2017-02-07,1
2017-02-07 17:30:00,-0.622094457,-0.53602115,-0.456116467,-0.355067921,0.146168217,-0.14556962,1.154,2017-02-07,1
2017-02-07 17:45:00,-0.682882812,-0.545274289,-0.460228378,-0.3642633229999999,0.172055593,-0.136075949,0.5720000000000001,2017-02-07,1
2017-02-07 18:00:00,-0.747122809,-0.557171183,-0.463617926,-0.375548589,0.200509125,-0.1242088609999999,0.031667,2017-02-07,1
2017-02-10 08:00:00,-1.0,-0.596827495,-0.516906065,-0.611703239,0.03584406,-0.0276898729999999,0.0,2017-02-10,1
2017-02-10 08:15:00,-1.0,-0.592861864,-0.519684383,-0.610449321,0.032805732,-0.02056962,0.0,2017-02-10,1
2017-02-10 08:30:00,-0.976528831,-0.583608724,-0.523018365,-0.607523511,0.025045678,-0.011075949,0.053333,2017-02-10,1
2017-02-10 08:45:00,-0.92978373,-0.570389954,-0.526685744,-0.60292581,0.013282421,0.0,0.259333,2017-02-10,1
2017-02-10 09:00:00,-0.869705427,-0.551883675,-0.530630956,-0.59707419,-0.001744986,0.012658228,0.515333,2017-02-10,1
2017-02-10 09:15:00,-0.806964428,-0.532055519,-0.534631734,-0.589968652,-0.019338548,0.026107595,0.955333,2017-02-10,1
2017-02-10 09:30:00,-0.752250964,-0.510905486,-0.5385769460000001,-0.582027168,-0.0387386829999999,0.039556962,1.02267,2017-02-10,1
2017-02-10 09:45:00,-0.702744549,-0.49107733,-0.5422998920000001,-0.573249739,-0.059206339,0.05221519,1.147,2017-02-10,1
2017-02-10 10:00:00,-0.649392018,-0.471249174,-0.545633873,-0.563636364,-0.080064051,0.0640822779999999,1.3603299999999998,2017-02-10,1
2017-02-10 10:15:00,-0.5935148570000001,-0.452742895,-0.548523324,-0.5544409610000001,-0.1005522369999999,0.075158228,1.49167,2017-02-10,1
2017-02-10 10:30:00,-0.536434552,-0.4395241239999999,-0.550745978,-0.544827586,-0.119931843,0.08306962,1.506,2017-02-10,1
2017-02-10 10:45:00,-0.479452865,-0.430270985,-0.55224627,-0.535632184,-0.137504876,0.087816456,1.78667,2017-02-10,1
2017-02-10 11:00:00,-0.423911007,-0.4263053539999999,-0.552746367,-0.526436782,-0.152511753,0.090189873,2.02467,2017-02-10,1
2017-02-10 11:15:00,-0.3711107389999999,-0.430270985,-0.552524102,-0.517241379,-0.1666564019999999,0.088607595,2.12067,2017-02-10,1
2017-02-10 11:30:00,-0.322373547,-0.4395241239999999,-0.551857306,-0.506374086,-0.181786455,0.083860759,2.59633,2017-02-10,1
2017-02-10 11:45:00,-0.279001193,-0.454064772,-0.550857111,-0.494670846,-0.197470797,0.075949367,2.39733,2017-02-10,1
2017-02-10 12:00:00,-0.242354612,-0.472571051,-0.549523518,-0.482131661,-0.213339903,0.066455696,3.67967,2017-02-10,1
2017-02-10 12:15:00,-0.213715841,-0.493721084,-0.5480232270000001,-0.469174504,-0.22890107,0.0561708859999999,3.936,2017-02-10,1
2017-02-10 12:30:00,-0.194406367,-0.516192994,-0.546356236,-0.456217346,-0.243784771,0.044303797,4.01733,2017-02-10,1
2017-02-10 12:45:00,-0.180501178,-0.538664904,-0.544522546,-0.443678161,-0.257518836,0.032436709,4.77367,2017-02-10,1
