Time,Global_Radiation,Wind_speed,Wind_Direction,Temperature,Humidity,Pressure,Actual_Power,Date,Cluster
2017-01-01 08:00:00,-1.0,-0.185723728,0.623204512,-0.572831766,0.036911581,0.117088608,0.039333,2017-01-01,2
2017-01-01 08:15:00,-1.0,-0.188367482,0.623593477,-0.56907001,0.032559381,0.126582278,0.0,2017-01-01,2
2017-01-01 08:30:00,-1.0,-0.194976867,0.623926875,-0.559874608,0.02036501,0.138449367,0.0,2017-01-01,2
2017-01-01 08:45:00,-0.96518772,-0.204230007,0.624204706,-0.54691745,0.001560223,0.151107595,0.174,2017-01-01,2
2017-01-01 09:00:00,-0.899902368,-0.2161268999999999,0.624371406,-0.5301985370000001,-0.022623227,0.164556962,0.582667,2017-01-01,2
2017-01-01 09:15:00,-0.8239267859999999,-0.230667548,0.624538105,-0.510971787,-0.050974113,0.178006329,1.439,2017-01-01,2
2017-01-01 09:30:00,-0.7581877890000001,-0.24785195,0.624704804,-0.490073145,-0.082199093,0.1906645569999999,2.6710000000000003,2017-01-01,2
2017-01-01 09:45:00,-0.701561129,-0.266358229,0.6248715029999999,-0.467920585,-0.115107471,0.203322785,4.74533,2017-01-01,2
2017-01-01 10:00:00,-0.640141616,-0.284864508,0.624982636,-0.444932079,-0.148446963,0.2143987339999999,9.15,2017-01-01,2
2017-01-01 10:15:00,-0.575803,-0.304692664,0.625204901,-0.422779519,-0.180985814,0.223892405,4.64633,2017-01-01,2
2017-01-01 10:30:00,-0.510399306,-0.32452082,0.625427166,-0.401462905,-0.211471741,0.231803797,2.17033,2017-01-01,2
2017-01-01 10:45:00,-0.445764835,-0.343027098,0.625704998,-0.382236155,-0.23867299,0.236550633,9.38767,2017-01-01,2
2017-01-01 11:00:00,-0.3837338879999999,-0.3602114999999999,0.626093963,-0.365099269,-0.2613578039999999,0.238132911,10.3327,2017-01-01,2
2017-01-01 11:15:00,-0.326180215,-0.378717779,0.626871892,-0.349216301,-0.282133399,0.234968354,4.472,2017-01-01,2
2017-01-01 11:30:00,-0.274957841,-0.397224058,0.6282610510000001,-0.332079415,-0.304058632,0.227848101,4.07767,2017-01-01,2
2017-01-01 11:45:00,-0.231881342,-0.418374091,0.6300947410000001,-0.314106583,-0.326558683,0.216772152,3.69433,2017-01-01,2
2017-01-01 12:00:00,-0.198844193,-0.4395241239999999,0.6322618289999999,-0.295715778,-0.349058734,0.202531646,3.26067,2017-01-01,2
2017-01-01 12:15:00,-0.17766097,-0.460674157,0.634651182,-0.277742947,-0.371045554,0.186708861,4.351,2017-01-01,2
2017-01-01 12:30:00,-0.170185698,-0.483146067,0.637151668,-0.260606061,-0.391903266,0.170094937,4.738,2017-01-01,2
2017-01-01 12:45:00,-0.1715860789999999,-0.505617978,0.639596588,-0.244723093,-0.411098109,0.152689873,5.018330000000001,2017-01-01,2
2017-01-01 13:00:00,-0.175708326,-0.526768011,0.6418748089999999,-0.2305120169999999,-0.428075794,0.136867089,4.87667,2017-01-01,2
2017-01-01 13:15:00,-0.182414375,-0.547918044,0.6438751979999999,-0.2188087769999999,-0.442261502,0.121835443,6.489669999999999,2017-01-01,2
2017-01-01 13:30:00,-0.191546434,-0.5677462,0.6454310560000001,-0.209613375,-0.4530804129999999,0.109968354,8.76267,2017-01-01,2
2017-01-01 13:45:00,-0.202986164,-0.587574356,0.646486817,-0.203761755,-0.459978239,0.101265823,12.581,2017-01-01,2
2017-01-01 14:00:00,-0.216575773,-0.604758757,0.646875781,-0.201671891,-0.46240069,0.0965189869999999,10.9257,2017-01-01,2
2017-01-01 14:15:00,-0.232196921,-0.620621282,0.628705582,-0.202507837,-0.460819938,0.094936709,9.03567,2017-01-01,2
2017-01-01 14:30:00,-0.249691818,-0.637805684,0.5785291579999999,-0.204179728,-0.456241917,0.09335443,6.56767,2017-01-01,2
2017-01-01 14:45:00,-0.268922397,-0.654990086,0.502736643,-0.207105538,-0.449036152,0.091772152,7.45167,2017-01-01,2
2017-01-01 15:00:00,-0.289750594,-0.670852611,0.407662601,-0.2108672939999999,-0.4395105829999999,0.090981013,6.277,2017-01-01,2
2017-01-01 15:15:00,-0.312018619,-0.686715135,0.299808296,-0.215882968,-0.428014206,0.089398734,4.95467,2017-01-01,2
2017-01-01 15:30:00,-0.335627854,-0.70257766,0.18556386,-0.221316614,-0.414854961,0.088607595,10.2543,2017-01-01,2
2017-01-01 15:45:00,-0.360400785,-0.717118308,0.0713194229999999,-0.2275862069999999,-0.400361315,0.087816456,8.527999999999999,2017-01-01,2
2017-01-01 16:00:00,-0.386869952,-0.7303370790000001,-0.036534882,-0.234273772,-0.384882265,0.0870253159999999,7.590669999999999,2017-01-01,2
2017-01-01 16:15:00,-0.434226487,-0.7422339720000001,-0.131608924,-0.24137931,-0.368746279,0.086234177,7.526669999999999,2017-01-01,2
2017-01-01 16:30:00,-0.50558673,-0.752808989,-0.207401439,-0.248902821,-0.352261296,0.086234177,7.295669999999999,2017-01-01,2
2017-01-01 16:45:00,-0.5928639760000001,-0.762062128,-0.257577862,-0.256844305,-0.335776313,0.085443038,6.26933,2017-01-01,2
2017-01-01 17:00:00,-0.6880109659999999,-0.767349636,-0.275748062,-0.264785789,-0.319619798,0.085443038,5.526669999999999,2017-01-01,2
2017-01-01 17:15:00,-0.78296072,-0.772637145,-0.2624677019999999,-0.274817137,-0.300630248,0.0870253159999999,2.83867,2017-01-01,2
2017-01-01 17:30:00,-0.86966598,-0.7766027759999999,-0.225738338,-0.289864159,-0.276323623,0.090189873,2.03933,2017-01-01,2
2017-01-01 17:45:00,-0.940059763,-0.7805684070000001,-0.170171978,-0.307836991,-0.248013796,0.095727848,0.522,2017-01-01,2
2017-01-01 18:00:00,-1.0,-0.7832121609999999,-0.100269497,-0.328317659,-0.217035167,0.1020569619999999,0.0,2017-01-01,2
2017-01-02 08:00:00,-1.0,-0.808327826,0.2349623539999999,-0.578265413,0.063681715,0.2848101269999999,0.042667,2017-01-02,2
2017-01-02 08:15:00,-1.0,-0.8149372109999999,0.228683355,-0.574085684,0.054792552,0.29193038,0.0,2017-01-02,2
2017-01-02 08:30:00,-1.0,-0.8215465959999999,0.223682383,-0.564472309,0.038964505,0.299050633,0.0,2017-01-02,2
2017-01-02 08:45:00,-0.959507303,-0.828155981,0.219681605,-0.550679206,0.017326682,0.306962025,0.5539999999999999,2017-01-02,2
2017-01-02 09:00:00,-0.878344395,-0.834765367,0.216347623,-0.533124347,-0.009053397,0.314873418,1.06933,2017-01-02,2
2017-01-02 09:15:00,-0.784597785,-0.841374752,0.2135137389999999,-0.513479624,-0.039067151,0.32278481,1.59833,2017-01-02,2
2017-01-02 09:30:00,-0.707044309,-0.84666226,0.21090212,-0.491745037,-0.071626532,0.330696203,2.25867,2017-01-02,2
2017-01-02 09:45:00,-0.645111981,-0.8532716459999999,0.208123802,-0.468756531,-0.105643489,0.337816456,2.9160000000000004,2017-01-02,2
2017-01-02 10:00:00,-0.580122484,-0.858559154,0.205067652,-0.446185998,-0.139988914,0.34414557,4.64233,2017-01-02,2
2017-01-02 10:15:00,-0.513673435,-0.863846662,0.201344706,-0.424033438,-0.173595286,0.348892405,4.553669999999999,2017-01-02,2
2017-01-02 10:30:00,-0.447401899,-0.8691341709999999,0.196732698,-0.403552769,-0.205374556,0.353639241,6.38667,2017-01-02,2
2017-01-02 10:45:00,-0.38288577,-0.874421679,0.1909537969999999,-0.385579937,-0.234197615,0.356012658,7.313,2017-01-02,2
2017-01-02 11:00:00,-0.3217423889999999,-0.87838731,0.18373017,-0.370950888,-0.258996941,0.356803797,8.20867,2017-01-02,2
2017-01-02 11:15:00,-0.265589097,-0.882352941,0.161392493,-0.3575757579999999,-0.28237975,0.35443038,5.31733,2017-01-02,2
2017-01-02 11:30:00,-0.2160432339999999,-0.887640449,0.113827689,-0.3437826539999999,-0.307220135,0.346518987,6.78067,2017-01-02,2
2017-01-02 11:45:00,-0.174702419,-0.892927958,0.046314561,-0.329989551,-0.33288169,0.335443038,12.7483,2017-01-02,2
2017-01-02 12:00:00,-0.1431839919999999,-0.896893589,-0.036090351,-0.315778474,-0.35866642,0.320411392,12.3503,2017-01-02,2
2017-01-02 12:15:00,-0.123105295,-0.902181097,-0.12816381,-0.3024033439999999,-0.38391739,0.303797468,12.2297,2017-01-02,2
2017-01-02 12:30:00,-0.11604422,-0.906146728,-0.2247381439999999,-0.289864159,-0.4079776639999999,0.285601266,13.3017,2017-01-02,2
2017-01-02 12:45:00,-0.117207917,-0.91011236,-0.320645681,-0.27816092,-0.430149248,0.266613924,12.0483,2017-01-02,2
2017-01-02 13:00:00,-0.120639836,-0.914077991,-0.410718751,-0.268129572,-0.449795734,0.2484177219999999,12.0233,2017-01-02,2
2017-01-02 13:15:00,-0.126261082,-0.916721745,-0.489789681,-0.259770115,-0.4662601879999999,0.231012658,12.2187,2017-01-02,2
2017-01-02 13:30:00,-0.133973038,-0.919365499,-0.552690801,-0.25308255,-0.478824085,0.215981013,12.613,2017-01-02,2
2017-01-02 13:45:00,-0.143677084,-0.920687376,-0.594198872,-0.248902821,-0.486851019,0.203322785,13.4513,2017-01-02,2
2017-01-02 14:00:00,-0.15531405,-0.922009253,-0.609201789,-0.247648903,-0.489684055,0.194620253,12.0017,2017-01-02,2
2017-01-02 14:15:00,-0.168765594,-0.919365499,-0.602922791,-0.247648903,-0.487877481,0.188291139,13.593,2017-01-02,2
2017-01-02 14:30:00,-0.183952821,-0.911434237,-0.5856972189999999,-0.247648903,-0.482704112,0.181962025,12.485,2017-01-02,2
2017-01-02 14:45:00,-0.200777113,-0.899537343,-0.55958103,-0.247648903,-0.474533473,0.175632911,10.6097,2017-01-02,2
2017-01-02 15:00:00,-0.219179298,-0.8863185720000001,-0.52690801,-0.248066876,-0.46375562,0.170094937,8.99667,2017-01-02,2
2017-01-02 15:15:00,-0.239041035,-0.8691341709999999,-0.489789681,-0.248066876,-0.4507400789999999,0.164556962,9.796,2017-01-02,2
2017-01-02 15:30:00,-0.260263705,-0.8519497690000001,-0.450504265,-0.248066876,-0.435876907,0.159810127,12.396,2017-01-02,2
2017-01-02 15:45:00,-0.282788138,-0.836087244,-0.4112188479999999,-0.248484848,-0.419515099,0.155063291,12.0763,2017-01-02,2
2017-01-02 16:00:00,-0.307284938,-0.8189028420000001,-0.37410052,-0.248902821,-0.4020447129999999,0.151107595,11.587,2017-01-02,2
2017-01-02 16:15:00,-0.356889971,-0.805684071,-0.3414275,-0.248902821,-0.383855803,0.147943038,10.7337,2017-01-02,2
2017-01-02 16:30:00,-0.435449355,-0.793787178,-0.315366877,-0.2493207939999999,-0.365297366,0.14556962,9.604,2017-01-02,2
2017-01-02 16:45:00,-0.533495725,-0.785855915,-0.2980857389999999,-0.249738767,-0.346779988,0.143987342,8.190669999999999,2017-01-02,2
2017-01-02 17:00:00,-0.641522273,-0.7832121609999999,-0.291862307,-0.25015674,-0.328652666,0.143987342,5.736669999999999,2017-01-02,2
2017-01-02 17:15:00,-0.750061636,-0.787177792,-0.294084961,-0.25308255,-0.307445957,0.144778481,3.17533,2017-01-02,2
2017-01-02 17:30:00,-0.84962673,-0.796430932,-0.300419526,-0.261442006,-0.280408943,0.147151899,2.20267,2017-01-02,2
2017-01-02 17:45:00,-0.930730466,-0.81097158,-0.3103659039999999,-0.273981191,-0.249019729,0.151107595,0.998,2017-01-02,2
2017-01-02 18:00:00,-1.0,-0.828155981,-0.323479565,-0.289864159,-0.214715362,0.15585443,0.018,2017-01-02,2
2017-01-03 08:00:00,-1.0,-0.854593523,0.944655905,-0.598746082,0.375582517,0.123417722,0.0,2017-01-03,2
2017-01-03 08:15:00,-1.0,-0.8572372770000001,0.940988526,-0.595402299,0.368007226,0.125791139,0.0,2017-01-03,2
2017-01-03 08:30:00,-1.0,-0.862524785,0.930430917,-0.587042842,0.346779988,0.128955696,0.0,2017-01-03,2
2017-01-03 08:45:00,-0.96637114,-0.873099802,0.91359431,-0.574085684,0.314117961,0.132911392,0.557333,2017-01-03,2
2017-01-03 09:00:00,-0.8975552509999999,-0.884996695,0.891089934,-0.557366771,0.272258833,0.136075949,2.206,2017-01-03,2
2017-01-03 09:15:00,-0.81503141,-0.8982154659999999,0.863584586,-0.537304075,0.223399232,0.140822785,2.96233,2017-01-03,2
2017-01-03 09:30:00,-0.740850682,-0.912756114,0.8316339290000001,-0.515569488,0.169797376,0.144778481,4.749,2017-01-03,2
2017-01-03 09:45:00,-0.673376002,-0.927296761,0.795960326,-0.492163009,0.113649894,0.148734177,7.654669999999999,2017-01-03,2
2017-01-03 10:00:00,-0.598071025,-0.941837409,0.75711944,-0.468756531,0.057215003,0.151898734,9.605,2017-01-03,2
2017-01-03 10:15:00,-0.5175589979999999,-0.953734303,0.715778068,-0.445768025,0.0026893309999999,0.155063291,10.869000000000002,2017-01-03,2
2017-01-03 10:30:00,-0.434423724,-0.962987442,0.672491873,-0.424033438,-0.047709963,0.157436709,11.9167,2017-01-03,2
2017-01-03 10:45:00,-0.3513081729999999,-0.969596827,0.627927653,-0.404388715,-0.091724662,0.159018987,12.5133,2017-01-03,2
2017-01-03 11:00:00,-0.270796146,-0.972240582,0.582752202,-0.387669801,-0.127158137,0.159810127,12.531,2017-01-03,2
2017-01-03 11:15:00,-0.195510892,-0.96827495,0.5253521520000001,-0.372204807,-0.158321529,0.15585443,11.550999999999998,2017-01-03,2
2017-01-03 11:30:00,-0.128055936,-0.957699934,0.446725752,-0.356321839,-0.190572971,0.14556962,11.4373,2017-01-03,2
2017-01-03 11:45:00,-0.0710545259999999,-0.940515532,0.351373878,-0.340020899,-0.223152881,0.130537975,11.3377,2017-01-03,2
2017-01-03 12:00:00,-0.027110186,-0.919365499,0.243964104,-0.324137931,-0.255363265,0.110759494,13.164,2017-01-03,2
2017-01-03 12:15:00,0.001193282,-0.8955717120000001,0.128886172,-0.308254963,-0.286485599,0.088607595,13.3767,2017-01-03,2
2017-01-03 12:30:00,0.011193183,-0.871777925,0.0106965239999999,-0.293207941,-0.315801359,0.0640822779999999,13.118,2017-01-03,2
2017-01-03 12:45:00,0.009773079,-0.84666226,-0.106103965,-0.278996865,-0.342592022,0.039556962,12.6877,2017-01-03,2
2017-01-03 13:00:00,0.005631108,-0.822868473,-0.216903287,-0.266039707,-0.366118536,0.015822785,12.175999999999998,2017-01-03,2
2017-01-03 13:15:00,-0.001153835,-0.80171844,-0.317256133,-0.254336468,-0.385682905,-0.007120253,12.1117,2017-01-03,2
2017-01-03 13:30:00,-0.010443684,-0.784534038,-0.402550496,-0.244723093,-0.400525549,-0.026898734,12.1693,2017-01-03,2
